LoanID,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,AppraisalDate,AppraiserID,ZestimateValue
LN-01478,Multi-Family,800000.0,0.96,High (>85%),NJ,2018-09-08,AP-56,812000.0
LN-01479,Condo,1012000.0,0.76,Medium (70-85%),MA,2023-05-25,AP-82,1040000.0
LN-01480,Townhouse,460000.0,0.95,High (>85%),NJ,2018-02-10,AP-59,479000.0
LN-01481,Single Family,300000.0,0.85,Medium (70-85%),MD,2019-12-15,AP-80,309000.0
LN-01482,Townhouse,404000.0,0.93,High (>85%),AZ,2021-04-07,AP-26,394000.0
LN-01483,Condo,948000.0,0.61,Low (<70%),NJ,2020-11-02,AP-27,978000.0
LN-01484,Townhouse,172000.0,0.74,Medium (70-85%),MI,2018-02-12,AP-52,172000.0
LN-01485,Single Family,641000.0,0.73,Medium (70-85%),NJ,2024-01-01,AP-90,663000.0
LN-01486,Townhouse,773000.0,0.86,High (>85%),FL,2019-11-19,AP-45,799000.0
LN-01487,Multi-Family,220000.0,0.81,Medium (70-85%),FL,2018-07-21,AP-86,229000.0
LN-01488,Townhouse,806000.0,0.85,Medium (70-85%),PA,2021-06-20,AP-56,790000.0
LN-01489,Single Family,896000.0,0.95,High (>85%),NC,2018-08-01,AP-37,893000.0
LN-01490,Townhouse,458000.0,0.97,High (>85%),MA,2020-02-09,AP-62,445000.0
LN-01491,Multi-Family,720000.0,0.75,Medium (70-85%),IL,2022-12-29,AP-85,742000.0
LN-01492,Condo,1262000.0,0.66,Low (<70%),NJ,2018-11-13,AP-94,1313000.0
LN-01493,Condo,335000.0,0.77,Medium (70-85%),MD,2018-09-20,AP-94,338000.0
LN-01494,Townhouse,1245000.0,0.55,Low (<70%),AZ,2022-01-22,AP-81,1285000.0
LN-01495,Single Family,710000.0,0.59,Low (<70%),CA,2020-12-14,AP-46,707000.0
LN-01496,Multi-Family,407000.0,0.73,Medium (70-85%),MA,2024-05-18,AP-61,404000.0
LN-01497,Single Family,967000.0,0.79,Medium (70-85%),NC,2023-11-01,AP-54,983000.0
LN-01498,Townhouse,696000.0,0.94,High (>85%),GA,2020-12-01,AP-44,689000.0
LN-01499,Townhouse,186000.0,0.57,Low (<70%),MI,2019-12-30,AP-17,194000.0
LN-01500,Condo,696000.0,0.56,Low (<70%),MD,2018-02-20,AP-44,704000.0
LN-01501,Multi-Family,134000.0,0.64,Low (<70%),NC,2021-08-19,AP-75,135000.0
LN-01502,Multi-Family,702000.0,0.66,Low (<70%),MI,2018-02-24,AP-30,687000.0
LN-01503,Townhouse,871000.0,0.78,Medium (70-85%),NV,2020-07-30,AP-49,851000.0
LN-01504,Multi-Family,560000.0,0.73,Medium (70-85%),IL,2020-07-11,AP-75,559000.0
LN-01505,Townhouse,1064000.0,0.81,Medium (70-85%),FL,2018-02-06,AP-41,1117000.0
LN-01506,Townhouse,1292000.0,0.66,Low (<70%),MA,2024-02-24,AP-45,1291000.0
LN-01507,Condo,175000.0,0.71,Medium (70-85%),MD,2019-06-07,AP-45,182000.0
LN-01508,Condo,925000.0,0.67,Low (<70%),OH,2019-10-23,AP-39,949000.0
LN-01509,Multi-Family,534000.0,0.82,Medium (70-85%),IL,2019-07-02,AP-82,550000.0
LN-01510,Multi-Family,279000.0,0.58,Low (<70%),NC,2022-03-19,AP-76,273000.0
LN-01511,Townhouse,732000.0,0.9,High (>85%),GA,2018-12-16,AP-38,765000.0
LN-01512,Single Family,470000.0,0.74,Medium (70-85%),NY,2022-08-13,AP-77,472000.0
LN-01513,Single Family,1593000.0,0.55,Low (<70%),IL,2019-10-31,AP-83,1619000.0
LN-01514,Condo,142000.0,0.57,Low (<70%),OH,2022-05-07,AP-97,147000.0
LN-01515,Single Family,284000.0,0.89,High (>85%),CA,2021-09-10,AP-95,293000.0
LN-01516,Townhouse,418000.0,0.95,High (>85%),GA,2018-04-17,AP-64,425000.0
LN-01517,Townhouse,788000.0,0.64,Low (<70%),NV,2018-10-10,AP-25,823000.0
LN-01518,Multi-Family,138000.0,0.65,Low (<70%),NC,2024-05-11,AP-95,134000.0
LN-01519,Multi-Family,913000.0,0.69,Low (<70%),NY,2018-07-04,AP-25,949000.0
LN-01520,Townhouse,839000.0,0.88,High (>85%),TX,2022-01-26,AP-21,839000.0
LN-01521,Condo,282000.0,0.61,Low (<70%),NJ,2022-07-12,AP-75,286000.0
LN-01522,Townhouse,625000.0,0.57,Low (<70%),MI,2020-10-03,AP-16,615000.0
LN-01523,Multi-Family,120000.0,0.94,High (>85%),OH,2023-01-14,AP-56,118000.0
LN-01524,Single Family,336000.0,0.96,High (>85%),IL,2023-12-01,AP-76,329000.0
LN-01525,Multi-Family,376000.0,0.92,High (>85%),MA,2019-02-09,AP-16,384000.0
LN-01526,Multi-Family,177000.0,0.84,Medium (70-85%),FL,2019-07-14,AP-65,179000.0
LN-01527,Condo,1152000.0,0.56,Low (<70%),NJ,2023-10-08,AP-42,1129000.0
LN-01528,Condo,270000.0,0.74,Medium (70-85%),GA,2018-11-26,AP-29,263000.0
LN-01529,Condo,109000.0,0.9,High (>85%),NJ,2020-10-11,AP-67,108000.0
LN-01530,Multi-Family,778000.0,0.94,High (>85%),NV,2021-03-16,AP-42,787000.0
LN-01531,Multi-Family,641000.0,0.73,Medium (70-85%),NC,2022-09-01,AP-47,660000.0
LN-01532,Condo,748000.0,0.77,Medium (70-85%),IL,2021-02-01,AP-13,755000.0
LN-01533,Townhouse,983000.0,0.63,Low (<70%),OH,2022-12-11,AP-27,1013000.0
LN-01534,Single Family,905000.0,0.73,Medium (70-85%),NC,2021-02-16,AP-40,916000.0
LN-01535,Multi-Family,372000.0,0.94,High (>85%),AZ,2024-02-15,AP-11,387000.0
LN-01536,Townhouse,219000.0,0.93,High (>85%),NV,2023-07-07,AP-77,215000.0
LN-01537,Single Family,123000.0,0.86,High (>85%),IL,2018-09-14,AP-83,122000.0
LN-01538,Townhouse,871000.0,0.59,Low (<70%),MI,2021-06-08,AP-43,884000.0
LN-01539,Multi-Family,301000.0,0.72,Medium (70-85%),NV,2022-08-25,AP-79,306000.0
LN-01540,Single Family,530000.0,0.91,High (>85%),AZ,2023-10-13,AP-63,545000.0
LN-01541,Multi-Family,1132000.0,0.79,Medium (70-85%),NJ,2019-11-13,AP-89,1103000.0
LN-01542,Single Family,288000.0,0.9,High (>85%),GA,2020-12-07,AP-41,288000.0
LN-01543,Condo,699000.0,0.92,High (>85%),IL,2021-06-04,AP-77,694000.0
LN-01544,Single Family,582000.0,0.79,Medium (70-85%),IL,2022-11-03,AP-81,592000.0
LN-01545,Single Family,987000.0,0.77,Medium (70-85%),AZ,2019-09-16,AP-10,1003000.0
LN-01546,Single Family,1188000.0,0.74,Medium (70-85%),CA,2018-03-02,AP-86,1155000.0
LN-01547,Single Family,170000.0,0.86,High (>85%),NC,2022-06-01,AP-96,166000.0
LN-01548,Condo,666000.0,0.89,High (>85%),GA,2021-12-03,AP-76,647000.0
LN-01549,Single Family,1295000.0,0.6,Low (<70%),NC,2021-11-25,AP-48,1309000.0
LN-01550,Condo,1327000.0,0.63,Low (<70%),MI,2021-02-13,AP-54,1377000.0
LN-01551,Townhouse,385000.0,0.73,Medium (70-85%),FL,2020-06-19,AP-89,401000.0
LN-01552,Multi-Family,959000.0,0.8,Medium (70-85%),MD,2019-08-05,AP-53,961000.0
LN-01553,Single Family,656000.0,0.63,Low (<70%),PA,2023-01-24,AP-87,639000.0
LN-01554,Single Family,1031000.0,0.78,Medium (70-85%),TX,2023-10-03,AP-79,1041000.0
LN-01555,Multi-Family,599000.0,0.68,Low (<70%),NC,2018-04-01,AP-83,599000.0
LN-01556,Multi-Family,1270000.0,0.61,Low (<70%),IL,2019-01-20,AP-59,1277000.0
LN-01557,Multi-Family,310000.0,0.9,High (>85%),MI,2020-10-11,AP-38,320000.0
LN-01558,Condo,1095000.0,0.64,Low (<70%),OH,2022-10-27,AP-82,1091000.0
LN-01559,Multi-Family,846000.0,0.67,Low (<70%),GA,2019-06-13,AP-84,834000.0
LN-01560,Single Family,899000.0,0.74,Medium (70-85%),MI,2019-07-21,AP-28,912000.0
LN-01561,Condo,292000.0,0.71,Medium (70-85%),AZ,2019-03-29,AP-99,303000.0
LN-01562,Condo,351000.0,0.76,Medium (70-85%),MD,2021-04-23,AP-42,363000.0
LN-01563,Condo,1191000.0,0.58,Low (<70%),CA,2022-06-17,AP-53,1246000.0
LN-01564,Multi-Family,893000.0,0.55,Low (<70%),NC,2022-01-04,AP-82,892000.0
LN-01565,Multi-Family,792000.0,0.6,Low (<70%),NJ,2022-03-06,AP-84,793000.0
LN-01566,Condo,352000.0,0.75,Medium (70-85%),OH,2019-02-17,AP-76,355000.0
LN-01567,Multi-Family,915000.0,0.66,Low (<70%),PA,2023-08-29,AP-69,945000.0
LN-01568,Townhouse,185000.0,0.87,High (>85%),OH,2018-08-02,AP-37,182000.0
LN-01569,Condo,848000.0,0.6,Low (<70%),AZ,2019-12-10,AP-27,851000.0
LN-01570,Condo,1077000.0,0.82,Medium (70-85%),MI,2020-12-11,AP-42,1127000.0
LN-01571,Condo,286000.0,0.66,Low (<70%),MA,2020-02-17,AP-16,288000.0
LN-01572,Condo,801000.0,0.9,High (>85%),FL,2018-09-11,AP-47,815000.0
LN-01573,Single Family,182000.0,0.89,High (>85%),IL,2023-03-26,AP-96,183000.0
LN-01574,Townhouse,259000.0,0.66,Low (<70%),NV,2019-12-12,AP-62,257000.0
LN-01575,Single Family,699000.0,0.82,Medium (70-85%),OH,2019-11-03,AP-72,713000.0
LN-01576,Multi-Family,472000.0,0.69,Low (<70%),TX,2020-08-14,AP-28,474000.0
LN-01577,Multi-Family,761000.0,0.92,High (>85%),MI,2017-12-20,AP-32,787000.0
LN-01578,Single Family,733000.0,0.96,High (>85%),PA,2018-11-24,AP-87,751000.0
LN-01579,Condo,362000.0,0.66,Low (<70%),NV,2020-06-22,AP-91,359000.0
LN-01580,Townhouse,822000.0,0.78,Medium (70-85%),TX,2020-03-06,AP-52,829000.0
LN-01581,Single Family,604000.0,0.67,Low (<70%),MI,2019-09-05,AP-35,611000.0
LN-01582,Condo,906000.0,0.68,Low (<70%),MD,2020-12-04,AP-10,949000.0
LN-01583,Single Family,385000.0,0.86,High (>85%),TX,2021-05-08,AP-13,380000.0
LN-01584,Townhouse,98000.0,0.87,High (>85%),CA,2018-05-31,AP-13,103000.0
LN-01585,Condo,1013000.0,0.7,Low (<70%),NJ,2020-01-14,AP-13,1052000.0
LN-01586,Condo,567000.0,0.76,Medium (70-85%),FL,2024-02-11,AP-43,576000.0
LN-01587,Condo,455000.0,0.97,High (>85%),MD,2018-08-10,AP-18,443000.0
LN-01588,Multi-Family,682000.0,0.83,Medium (70-85%),PA,2018-05-12,AP-69,685000.0
LN-01589,Single Family,1218000.0,0.73,Medium (70-85%),MD,2018-07-07,AP-69,1219000.0
LN-01590,Multi-Family,962000.0,0.87,High (>85%),CA,2019-05-09,AP-17,986000.0
LN-01591,Condo,1307000.0,0.61,Low (<70%),NV,2024-03-16,AP-54,1350000.0
LN-01592,Condo,686000.0,0.77,Medium (70-85%),MA,2024-02-21,AP-45,672000.0
LN-01593,Townhouse,836000.0,0.85,Medium (70-85%),AZ,2021-05-04,AP-80,854000.0
LN-01594,Single Family,341000.0,0.75,Medium (70-85%),FL,2020-06-05,AP-81,332000.0
LN-01595,Single Family,962000.0,0.72,Medium (70-85%),TX,2019-02-03,AP-12,986000.0
LN-01596,Single Family,1314000.0,0.58,Low (<70%),TX,2023-07-02,AP-51,1315000.0
LN-01597,Multi-Family,590000.0,0.59,Low (<70%),OH,2020-12-25,AP-87,580000.0
LN-01598,Single Family,935000.0,0.94,High (>85%),MD,2023-11-12,AP-93,939000.0
LN-01599,Townhouse,1192000.0,0.75,Medium (70-85%),MD,2022-09-16,AP-69,1176000.0
LN-01600,Multi-Family,219000.0,0.64,Low (<70%),OH,2021-09-10,AP-22,214000.0
LN-01601,Condo,97000.0,0.88,High (>85%),NC,2018-02-15,AP-69,95000.0
LN-01602,Multi-Family,309000.0,0.85,Medium (70-85%),OH,2021-07-16,AP-54,314000.0
LN-01603,Townhouse,1249000.0,0.65,Low (<70%),MA,2024-04-02,AP-71,1218000.0
LN-01604,Single Family,124000.0,0.82,Medium (70-85%),CA,2018-04-22,AP-44,125000.0
LN-01605,Condo,1051000.0,0.8,Medium (70-85%),NY,2020-02-29,AP-61,1076000.0
LN-01606,Condo,311000.0,0.83,Medium (70-85%),MD,2019-05-27,AP-77,307000.0
LN-01607,Multi-Family,920000.0,0.86,High (>85%),CA,2020-03-06,AP-29,961000.0
LN-01608,Townhouse,782000.0,0.91,High (>85%),NJ,2019-04-04,AP-54,764000.0
LN-01609,Single Family,265000.0,0.68,Low (<70%),AZ,2019-02-18,AP-28,268000.0
LN-01610,Multi-Family,365000.0,0.69,Low (<70%),FL,2023-06-26,AP-10,366000.0
LN-01611,Condo,133000.0,0.7,Low (<70%),IL,2022-07-27,AP-58,131000.0
LN-01612,Single Family,1110000.0,0.69,Low (<70%),IL,2021-03-13,AP-24,1129000.0
LN-01613,Single Family,101000.0,0.92,High (>85%),MI,2021-07-14,AP-61,102000.0
LN-01614,Single Family,647000.0,0.78,Medium (70-85%),CA,2023-02-27,AP-52,658000.0
LN-01615,Single Family,942000.0,0.66,Low (<70%),IL,2022-07-05,AP-90,932000.0
LN-01616,Condo,1301000.0,0.67,Low (<70%),NY,2019-11-18,AP-44,1313000.0
LN-01617,Multi-Family,291000.0,0.85,Medium (70-85%),NC,2021-12-21,AP-78,295000.0
LN-01618,Multi-Family,180000.0,0.56,Low (<70%),NC,2023-03-11,AP-84,179000.0
LN-01619,Condo,953000.0,0.74,Medium (70-85%),IL,2019-10-05,AP-39,989000.0
LN-01620,Townhouse,1561000.0,0.57,Low (<70%),PA,2023-03-09,AP-15,1549000.0
LN-01621,Condo,890000.0,0.88,High (>85%),PA,2017-11-25,AP-83,873000.0
LN-01622,Condo,562000.0,0.93,High (>85%),NY,2018-12-21,AP-57,546000.0
LN-01623,Single Family,1057000.0,0.7,Low (<70%),CA,2018-09-14,AP-81,1090000.0
LN-01624,Condo,403000.0,0.66,Low (<70%),MD,2021-03-02,AP-13,417000.0
LN-01625,Multi-Family,801000.0,0.69,Low (<70%),NC,2019-04-25,AP-12,815000.0
LN-01626,Townhouse,940000.0,0.9,High (>85%),MA,2022-03-01,AP-24,957000.0
LN-01627,Townhouse,112000.0,0.96,High (>85%),MI,2019-09-09,AP-45,115000.0
LN-01628,Condo,496000.0,0.73,Medium (70-85%),NJ,2024-04-17,AP-30,518000.0
LN-01629,Single Family,573000.0,0.77,Medium (70-85%),NC,2023-08-10,AP-30,561000.0
LN-01630,Townhouse,1282000.0,0.62,Low (<70%),MD,2023-01-04,AP-10,1256000.0
LN-01631,Condo,1222000.0,0.59,Low (<70%),MI,2018-03-08,AP-53,1229000.0
LN-01632,Condo,1015000.0,0.75,Medium (70-85%),AZ,2021-02-10,AP-39,1058000.0
LN-01633,Single Family,1249000.0,0.71,Medium (70-85%),FL,2023-06-18,AP-87,1229000.0
LN-01634,Single Family,324000.0,0.75,Medium (70-85%),MD,2023-08-25,AP-83,325000.0
LN-01635,Single Family,856000.0,0.86,High (>85%),TX,2020-05-10,AP-25,831000.0
LN-01636,Townhouse,245000.0,0.88,High (>85%),FL,2020-04-30,AP-77,238000.0
LN-01637,Single Family,308000.0,0.8,Medium (70-85%),NC,2022-05-22,AP-50,322000.0
LN-01638,Condo,700000.0,0.96,High (>85%),GA,2018-08-23,AP-96,729000.0
LN-01639,Condo,196000.0,0.69,Low (<70%),MA,2019-06-25,AP-45,203000.0
LN-01640,Condo,245000.0,0.86,High (>85%),TX,2020-01-17,AP-20,245000.0
LN-01641,Townhouse,378000.0,0.81,Medium (70-85%),PA,2019-04-16,AP-42,387000.0
LN-01642,Multi-Family,356000.0,0.86,High (>85%),OH,2019-02-02,AP-11,363000.0
LN-01643,Single Family,749000.0,0.83,Medium (70-85%),GA,2019-04-16,AP-76,756000.0
LN-01644,Single Family,821000.0,0.85,Medium (70-85%),NJ,2020-12-19,AP-70,820000.0
LN-01645,Multi-Family,520000.0,0.89,High (>85%),MD,2023-04-19,AP-97,526000.0
LN-01646,Condo,958000.0,0.71,Medium (70-85%),MA,2021-12-08,AP-87,1003000.0
LN-01647,Single Family,678000.0,0.89,High (>85%),NY,2020-11-27,AP-65,693000.0
LN-01648,Townhouse,1140000.0,0.55,Low (<70%),MI,2021-10-04,AP-97,1194000.0
LN-01649,Condo,824000.0,0.59,Low (<70%),MI,2020-10-01,AP-60,845000.0
LN-01650,Multi-Family,597000.0,0.65,Low (<70%),NC,2022-01-25,AP-39,605000.0
LN-01651,Single Family,293000.0,0.6,Low (<70%),NY,2021-11-15,AP-79,306000.0
LN-01652,Multi-Family,143000.0,0.79,Medium (70-85%),CA,2022-09-22,AP-89,149000.0
LN-01653,Condo,122000.0,0.83,Medium (70-85%),FL,2018-02-24,AP-43,123000.0
LN-01654,Multi-Family,934000.0,0.79,Medium (70-85%),IL,2020-08-20,AP-83,929000.0
LN-01655,Multi-Family,1315000.0,0.55,Low (<70%),MA,2020-10-13,AP-70,1352000.0
LN-01656,Townhouse,608000.0,0.87,High (>85%),NV,2022-04-21,AP-85,615000.0
LN-01657,Single Family,472000.0,0.75,Medium (70-85%),MA,2020-05-27,AP-67,492000.0
LN-01658,Condo,416000.0,0.81,Medium (70-85%),NJ,2019-11-25,AP-44,427000.0
LN-01659,Condo,1001000.0,0.74,Medium (70-85%),AZ,2019-08-19,AP-37,978000.0
LN-01660,Townhouse,356000.0,0.94,High (>85%),NY,2024-02-04,AP-72,358000.0
LN-01661,Condo,405000.0,0.6,Low (<70%),NV,2022-04-17,AP-14,415000.0
LN-01662,Townhouse,500000.0,0.81,Medium (70-85%),PA,2018-12-07,AP-84,497000.0
LN-01663,Single Family,474000.0,0.73,Medium (70-85%),TX,2018-05-07,AP-24,473000.0
LN-01664,Townhouse,334000.0,0.79,Medium (70-85%),TX,2020-04-25,AP-23,332000.0
LN-01665,Multi-Family,363000.0,0.89,High (>85%),AZ,2023-05-03,AP-60,355000.0
LN-01666,Single Family,425000.0,0.56,Low (<70%),NJ,2023-09-03,AP-97,413000.0
LN-01667,Condo,1283000.0,0.69,Low (<70%),MA,2020-09-28,AP-61,1249000.0
LN-01668,Single Family,172000.0,0.83,Medium (70-85%),MA,2021-07-10,AP-23,175000.0
LN-01669,Condo,204000.0,0.78,Medium (70-85%),MA,2023-08-01,AP-41,200000.0
LN-01670,Single Family,389000.0,0.94,High (>85%),NY,2024-01-09,AP-61,387000.0
LN-01671,Multi-Family,175000.0,0.71,Medium (70-85%),NJ,2023-06-20,AP-77,171000.0
LN-01672,Condo,727000.0,0.74,Medium (70-85%),AZ,2021-08-31,AP-61,711000.0
LN-01673,Condo,1097000.0,0.61,Low (<70%),NV,2018-03-14,AP-32,1102000.0
LN-01674,Condo,356000.0,0.72,Medium (70-85%),PA,2023-12-01,AP-62,347000.0
LN-01675,Multi-Family,1267000.0,0.63,Low (<70%),IL,2019-05-27,AP-50,1246000.0
LN-01676,Single Family,128000.0,0.96,High (>85%),NV,2019-02-26,AP-51,133000.0
LN-01677,Single Family,799000.0,0.85,Medium (70-85%),TX,2020-07-24,AP-30,788000.0
LN-01678,Multi-Family,1427000.0,0.59,Low (<70%),NC,2021-08-07,AP-69,1452000.0
LN-01679,Multi-Family,605000.0,0.65,Low (<70%),OH,2021-08-25,AP-53,618000.0
LN-01680,Condo,1144000.0,0.7,Low (<70%),MA,2019-11-06,AP-90,1120000.0
LN-01681,Single Family,868000.0,0.69,Low (<70%),MI,2018-11-12,AP-50,909000.0
LN-01682,Townhouse,171000.0,0.75,Medium (70-85%),MD,2019-10-08,AP-56,168000.0
LN-01683,Townhouse,130000.0,0.79,Medium (70-85%),PA,2024-03-15,AP-53,128000.0
LN-01684,Multi-Family,889000.0,0.55,Low (<70%),PA,2021-09-26,AP-21,872000.0
LN-01685,Multi-Family,1475000.0,0.55,Low (<70%),NC,2019-10-20,AP-40,1499000.0
LN-01686,Condo,883000.0,0.59,Low (<70%),MD,2019-02-15,AP-27,868000.0
LN-01687,Single Family,281000.0,0.81,Medium (70-85%),NY,2018-12-18,AP-23,274000.0
LN-01688,Multi-Family,1255000.0,0.67,Low (<70%),GA,2022-03-22,AP-81,1313000.0
LN-01689,Condo,386000.0,0.73,Medium (70-85%),GA,2023-05-18,AP-43,390000.0
LN-01690,Townhouse,953000.0,0.93,High (>85%),CA,2018-11-28,AP-37,936000.0
LN-01691,Townhouse,686000.0,0.79,Medium (70-85%),MD,2023-09-03,AP-99,718000.0
LN-01692,Single Family,905000.0,0.78,Medium (70-85%),MA,2022-08-12,AP-60,892000.0
LN-01693,Single Family,191000.0,0.87,High (>85%),CA,2022-02-22,AP-43,192000.0
LN-01694,Single Family,170000.0,0.67,Low (<70%),NV,2021-04-30,AP-28,168000.0
LN-01695,Single Family,540000.0,0.96,High (>85%),IL,2021-04-17,AP-17,551000.0
LN-01696,Condo,1086000.0,0.59,Low (<70%),FL,2023-07-28,AP-43,1061000.0
LN-01697,Single Family,160000.0,0.73,Medium (70-85%),AZ,2023-01-16,AP-21,165000.0
LN-01698,Single Family,281000.0,0.88,High (>85%),CA,2018-01-16,AP-29,290000.0
LN-01699,Single Family,95000.0,0.88,High (>85%),PA,2021-07-02,AP-42,93000.0
LN-01700,Townhouse,1128000.0,0.68,Low (<70%),TX,2019-05-22,AP-36,1154000.0
LN-01701,Condo,1464000.0,0.56,Low (<70%),PA,2020-12-19,AP-75,1446000.0
LN-01702,Single Family,1042000.0,0.74,Medium (70-85%),GA,2023-05-21,AP-34,1091000.0
LN-01703,Single Family,897000.0,0.79,Medium (70-85%),NY,2020-05-21,AP-24,938000.0
LN-01704,Townhouse,523000.0,0.92,High (>85%),FL,2021-06-06,AP-20,542000.0
LN-01705,Single Family,362000.0,0.87,High (>85%),NC,2020-10-16,AP-61,360000.0
LN-01706,Townhouse,594000.0,0.9,High (>85%),FL,2019-04-12,AP-34,605000.0
LN-01707,Single Family,371000.0,0.72,Medium (70-85%),GA,2019-12-22,AP-60,382000.0
LN-01708,Multi-Family,535000.0,0.82,Medium (70-85%),GA,2018-03-27,AP-38,531000.0
LN-01709,Single Family,143000.0,0.81,Medium (70-85%),MI,2019-07-23,AP-96,145000.0
LN-01710,Multi-Family,1462000.0,0.56,Low (<70%),OH,2022-03-01,AP-99,1480000.0
LN-01711,Multi-Family,691000.0,0.86,High (>85%),PA,2022-09-04,AP-14,716000.0
LN-01712,Single Family,410000.0,0.77,Medium (70-85%),MA,2023-11-22,AP-47,411000.0
LN-01713,Condo,762000.0,0.68,Low (<70%),MI,2019-10-15,AP-13,785000.0
LN-01714,Condo,177000.0,0.93,High (>85%),PA,2022-02-09,AP-21,176000.0
LN-01715,Condo,198000.0,0.9,High (>85%),NV,2018-04-08,AP-41,194000.0
LN-01716,Townhouse,909000.0,0.67,Low (<70%),MA,2022-03-07,AP-45,937000.0
LN-01717,Condo,558000.0,0.65,Low (<70%),IL,2022-11-19,AP-79,581000.0
LN-01718,Condo,362000.0,0.73,Medium (70-85%),NV,2019-09-22,AP-13,353000.0
LN-01719,Multi-Family,103000.0,0.94,High (>85%),NJ,2019-06-26,AP-98,108000.0
LN-01720,Condo,1060000.0,0.84,Medium (70-85%),NJ,2021-11-16,AP-29,1076000.0
LN-01721,Multi-Family,705000.0,0.64,Low (<70%),IL,2023-02-03,AP-39,691000.0
LN-01722,Single Family,579000.0,0.89,High (>85%),TX,2019-12-08,AP-57,570000.0
LN-01723,Multi-Family,912000.0,0.8,Medium (70-85%),GA,2021-03-18,AP-32,931000.0
LN-01724,Single Family,716000.0,0.63,Low (<70%),MI,2022-07-16,AP-58,751000.0
LN-01725,Condo,986000.0,0.63,Low (<70%),NJ,2022-08-23,AP-31,1023000.0
LN-01726,Multi-Family,712000.0,0.88,High (>85%),CA,2024-01-31,AP-36,704000.0
LN-01727,Single Family,354000.0,0.96,High (>85%),TX,2019-05-15,AP-33,356000.0
LN-01728,Condo,776000.0,0.75,Medium (70-85%),FL,2018-04-08,AP-66,780000.0
LN-01729,Townhouse,837000.0,0.94,High (>85%),NY,2018-11-06,AP-87,853000.0
LN-01730,Multi-Family,426000.0,0.78,Medium (70-85%),CA,2021-05-30,AP-27,414000.0
LN-01731,Multi-Family,403000.0,0.79,Medium (70-85%),NV,2024-02-20,AP-56,401000.0
LN-01732,Condo,1332000.0,0.62,Low (<70%),NY,2024-02-19,AP-54,1347000.0
LN-01733,Single Family,1140000.0,0.72,Medium (70-85%),MA,2019-07-11,AP-19,1164000.0
LN-01734,Single Family,440000.0,0.89,High (>85%),NJ,2019-10-20,AP-83,438000.0
LN-01735,Townhouse,721000.0,0.62,Low (<70%),NV,2023-05-11,AP-76,727000.0
LN-01736,Townhouse,153000.0,0.89,High (>85%),PA,2021-03-10,AP-14,153000.0
LN-01737,Townhouse,581000.0,0.59,Low (<70%),AZ,2018-10-30,AP-73,604000.0
LN-01738,Multi-Family,557000.0,0.76,Medium (70-85%),MI,2020-09-23,AP-64,549000.0
LN-01739,Multi-Family,1055000.0,0.78,Medium (70-85%),OH,2020-06-25,AP-87,1042000.0
LN-01740,Multi-Family,524000.0,0.58,Low (<70%),NJ,2022-12-13,AP-59,522000.0
LN-01741,Single Family,1176000.0,0.75,Medium (70-85%),FL,2024-04-04,AP-73,1191000.0
LN-01742,Condo,116000.0,0.95,High (>85%),PA,2022-01-08,AP-74,121000.0
LN-01743,Multi-Family,379000.0,0.96,High (>85%),FL,2019-12-17,AP-55,378000.0
LN-01744,Multi-Family,254000.0,0.59,Low (<70%),MI,2021-06-04,AP-66,260000.0
LN-01745,Single Family,215000.0,0.78,Medium (70-85%),MI,2022-01-13,AP-69,224000.0
LN-01746,Single Family,97000.0,0.91,High (>85%),IL,2021-09-17,AP-99,94000.0
LN-01747,Multi-Family,1325000.0,0.6,Low (<70%),IL,2021-08-03,AP-76,1296000.0
LN-01748,Townhouse,259000.0,0.75,Medium (70-85%),MD,2018-10-19,AP-75,271000.0
LN-01749,Condo,343000.0,0.79,Medium (70-85%),NY,2018-09-12,AP-12,360000.0
LN-01750,Single Family,704000.0,0.69,Low (<70%),AZ,2023-02-25,AP-40,732000.0
LN-01751,Multi-Family,196000.0,0.74,Medium (70-85%),MD,2020-09-19,AP-18,198000.0
LN-01752,Multi-Family,212000.0,0.67,Low (<70%),NV,2021-06-14,AP-91,206000.0
LN-01753,Multi-Family,755000.0,0.75,Medium (70-85%),FL,2023-08-04,AP-57,778000.0
LN-01754,Multi-Family,1198000.0,0.57,Low (<70%),PA,2020-08-13,AP-54,1206000.0
LN-01755,Townhouse,624000.0,0.58,Low (<70%),MI,2022-08-24,AP-28,630000.0
LN-01756,Condo,820000.0,0.87,High (>85%),NC,2018-08-12,AP-52,836000.0
LN-01757,Single Family,585000.0,0.81,Medium (70-85%),TX,2023-04-02,AP-57,585000.0
LN-01758,Townhouse,1078000.0,0.6,Low (<70%),NY,2023-01-09,AP-73,1115000.0
LN-01759,Multi-Family,240000.0,0.82,Medium (70-85%),MI,2022-06-25,AP-13,237000.0
LN-01760,Single Family,957000.0,0.83,Medium (70-85%),NJ,2021-11-10,AP-87,980000.0
LN-01761,Condo,277000.0,0.93,High (>85%),MD,2023-03-05,AP-56,284000.0
LN-01762,Single Family,276000.0,0.76,Medium (70-85%),IL,2024-01-07,AP-95,271000.0
LN-01763,Townhouse,489000.0,0.89,High (>85%),AZ,2019-09-08,AP-63,490000.0
LN-01764,Multi-Family,566000.0,0.61,Low (<70%),MI,2021-02-10,AP-68,561000.0
